#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2020,1,2,21,10,228,1.7,2.7,99,99,99,999,1014.5,16.8,15.6,14,99,99
2020,1,2,21,20,239,1.5,2.8,99,99,99,999,1014.5,17.2,15.6,12.8,99,99
2020,1,2,21,30,264,2.1,3.3,99,99,99,999,1014.6,17.3,15.6,13.3,99,99
2020,1,2,21,40,272,2.5,3.6,2.01,19.05,7.84,264,1014.5,17,15.6,13.6,99,99
2020,1,2,21,50,270,2.5,3.7,99,99,99,999,1014.6,16.8,15.6,14,99,99
2020,1,2,22,0,285,2.2,3.3,99,99,99,999,1014.7,16.8,15.7,14.4,99,99
2020,1,2,22,10,328,2.3,3.3,99,99,99,999,1014.6,16.7,15.7,14.5,99,99
2020,1,2,22,20,14,1.6,2.5,99,99,99,999,1014.6,16.8,15.7,14.9,99,99
2020,1,2,22,30,60,1.5,2.9,99,99,99,999,1014.8,16.8,15.7,15,99,99
2020,1,2,22,40,89,1.9,3.1,2.04,17.39,7.87,272,1014.8,16.7,15.7,15.4,99,99
2020,1,2,22,50,111,2,3.5,99,99,99,999,1014.9,16.4,15.7,15.2,99,99
2020,1,2,23,0,147,2.1,3.3,99,99,99,999,1015,16.6,15.7,15.1,99,99
2020,1,2,23,10,184,2.5,4.2,99,99,99,999,1015.1,16.4,15.7,15,99,99
2020,1,2,23,20,191,2,2.8,99,99,99,999,1015.3,16.3,15.7,14.7,99,99
2020,1,2,23,30,214,2.1,4.1,99,99,99,999,1015.3,16.4,15.7,14.9,99,99
2020,1,2,23,40,201,2.5,3.8,2.14,17.39,8.59,249,1015.4,16.2,15.6,14.9,99,99
2020,1,2,23,50,206,2.8,3.9,99,99,99,999,1015.7,16,15.6,14.8,99,99
2020,1,3,0,0,202,1.9,2.9,99,99,99,999,1015.8,15.9,15.7,14.8,99,99
2020,1,3,0,10,200,1.8,2.5,99,99,99,999,1016,15.9,15.7,14.8,99,99
2020,1,3,0,20,204,1.9,2.9,99,99,99,999,1016.1,15.8,15.7,14.9,99,99
2020,1,3,0,30,183,1.9,2.8,99,99,99,999,1016.1,15.8,15.6,14.9,99,99
2020,1,3,0,40,183,1.9,3.1,2.18,17.39,9.01,247,1016.2,15.7,15.6,14.8,99,99
2020,1,3,0,50,183,1.4,2.5,99,99,99,999,1016.2,15.8,15.7,14.9,99,99
2020,1,3,1,0,180,1.4,2,99,99,99,999,1016.4,15.7,15.7,14.9,99,99
2020,1,3,1,10,190,1.3,2.2,99,99,99,999,1016.4,15.7,15.6,15,99,99
2020,1,3,1,20,193,1.6,2.5,99,99,99,999,1016.3,15.6,15.6,15.1,99,99
2020,1,3,1,30,194,1.5,2.5,99,99,99,999,1016.3,15.5,15.6,15,99,99
2020,1,3,1,40,178,1.6,2.7,2.03,17.39,8.57,262,1016.3,15.5,15.6,15,99,99
2020,1,3,1,50,192,1.4,3,99,99,99,999,1016.4,15.5,15.6,15.1,99,99
2020,1,3,2,0,210,1.3,2.4,99,99,99,999,1016.7,15.5,15.5,15,99,99
2020,1,3,2,10,228,0.7,1.7,99,99,99,999,1016.7,15.5,15.5,15,99,99
2020,1,3,2,20,203,0.9,2.2,99,99,99,999,1016.6,15.5,15.5,15,99,99
2020,1,3,2,30,239,1.9,3.3,99,99,99,999,1016.7,15.6,15.5,15.3,99,99
2020,1,3,2,40,257,2.8,4.4,1.88,17.39,7.99,262,1016.7,15.6,15.5,15.4,99,99
2020,1,3,2,50,278,2.5,3.9,99,99,99,999,1016.9,15.5,15.5,15,99,99
2020,1,3,3,0,308,2.8,4.3,99,99,99,999,1017.1,15.8,15.5,15.1,99,99
2020,1,3,3,10,302,3,4.2,99,99,99,999,1017.1,15.8,15.5,15.2,99,99
2020,1,3,3,20,304,3.4,4.7,99,99,99,999,1017.3,15.8,15.5,15.4,99,99
2020,1,3,3,30,283,3.2,5.2,99,99,99,999,1017.4,15.7,15.5,15.5,99,99
2020,1,3,3,40,313,2.3,3.4,2,17.39,8.48,253,1017.4,15.6,15.5,14.9,99,99
2020,1,3,3,50,251,1.9,3.1,99,99,99,999,1017.6,15.8,15.5,14.9,99,99
2020,1,3,4,0,300,2.4,4.3,99,99,99,999,1017.7,15.8,15.5,14.9,99,99
2020,1,3,4,10,276,1.9,3.7,99,99,99,999,1017.8,15.8,15.4,15,99,99
2020,1,3,4,20,184,1.3,2.4,99,99,99,999,1017.9,15.7,15.4,14.7,99,99
2020,1,3,4,30,127,0.9,2.8,99,99,99,999,1018.1,15.8,15.4,14.6,99,99
2020,1,3,4,40,74,0.4,2.2,2,17.39,8.63,266,1018.1,15.7,15.4,14,99,99
2020,1,3,4,50,174,0.8,1.5,99,99,99,999,1018.1,15.9,15.4,14.2,99,99
2020,1,3,5,0,164,2.5,4.3,99,99,99,999,1018.2,15.9,15.4,14.9,99,99
2020,1,3,5,10,173,2.1,3,99,99,99,999,1018.5,15.6,15.4,15.1,99,99
2020,1,3,5,20,158,2.4,3.5,99,99,99,999,1018.6,15.6,15.4,15.1,99,99
2020,1,3,5,30,179,2.8,3.8,99,99,99,999,1018.7,15.4,15.4,14.8,99,99
2020,1,3,5,40,193,2.9,4,1.91,17.39,8.47,265,1018.8,15.4,15.4,14.4,99,99
2020,1,3,5,50,193,3.2,4,99,99,99,999,1018.8,15.5,15.4,14.2,99,99
2020,1,3,6,0,188,3.2,4.1,99,99,99,999,1018.9,15.4,15.4,14.2,99,99
2020,1,3,6,10,203,2.5,3.5,99,99,99,999,1018.9,15.5,15.4,14.1,99,99
2020,1,3,6,20,201,2.5,3.3,99,99,99,999,1018.9,15.6,15.4,14.3,99,99
2020,1,3,6,30,216,3.1,4.3,99,99,99,999,1019.2,15.6,15.4,13.9,99,99
2020,1,3,6,40,228,2.5,3.9,1.96,17.39,8.79,264,1019.1,15.6,15.4,14.2,99,99
2020,1,3,6,50,222,1.6,2.5,99,99,99,999,1019.2,15.5,15.4,14.1,99,99
2020,1,3,7,0,234,1.7,2.8,99,99,99,999,1019.3,15.7,15.4,13.8,99,99
2020,1,3,7,10,239,1.5,2.8,99,99,99,999,1019.3,15.7,15.4,13.8,99,99
2020,1,3,7,20,244,1.5,3.2,99,99,99,999,1019.3,15.7,15.4,13.3,99,99
2020,1,3,7,30,243,0.7,1.6,99,99,99,999,1019.3,15.8,15.4,13.2,99,99
2020,1,3,7,40,229,0.5,1.3,1.76,17.39,8.41,250,1019.4,15.8,15.4,13.4,99,99
2020,1,3,7,50,269,0.6,1.7,99,99,99,999,1019.5,15.6,15.4,13.3,99,99
2020,1,3,8,0,27,0.5,1.4,99,99,99,999,1019.5,15.6,15.3,13.5,99,99
2020,1,3,8,10,73,0.5,1.7,99,99,99,999,1019.5,15.5,15.3,13.8,99,99
2020,1,3,8,20,101,0.6,1.6,99,99,99,999,1019.5,15.4,15.3,13.9,99,99
2020,1,3,8,30,89,1.4,3.1,99,99,99,999,1019.4,15.6,15.3,14.7,99,99
2020,1,3,8,40,99,1.8,2.9,1.75,17.39,8.37,295,1019.4,15.3,15.3,14.8,99,99
2020,1,3,8,50,127,1.5,2.9,99,99,99,999,1019.4,15.2,15.3,14.7,99,99
2020,1,3,9,0,122,1.6,2.9,99,99,99,999,1019.6,15.2,15.3,14.7,99,99
2020,1,3,9,10,144,1.3,2.2,99,99,99,999,1019.6,15.1,15.3,14.6,99,99
2020,1,3,9,20,144,0.8,2.4,99,99,99,999,1019.8,15.1,15.3,14.7,99,99
2020,1,3,9,30,120,0.6,1.5,99,99,99,999,1019.8,15.1,15.3,14.9,99,99
2020,1,3,9,40,104,0.6,1.5,1.79,16,8.93,287,1019.9,15,15.2,14.8,99,99
2020,1,3,9,50,98,0.8,1.8,99,99,99,999,1019.8,14.9,15.2,14.8,99,99
2020,1,3,10,0,128,0.2,1.3,99,99,99,999,1019.8,15,15.2,14.8,99,99
2020,1,3,10,10,107,0.6,1.9,99,99,99,999,1019.8,14.9,15.3,14.8,99,99
2020,1,3,10,20,93,1.2,2.4,99,99,99,999,1019.9,15,15.3,14.8,99,99
2020,1,3,10,30,97,1.5,2.9,99,99,99,999,1020,14.8,15.3,14.6,99,99
2020,1,3,10,40,90,1.4,2.7,1.83,16,8.82,251,1020,14.7,15.3,14.2,99,99
2020,1,3,10,50,101,1,2.2,99,99,99,999,1020,14.8,15.3,14,99,99
2020,1,3,11,0,86,1.6,2.6,99,99,99,999,1020,14.9,15.3,14.2,99,99
2020,1,3,11,10,89,1.8,3,99,99,99,999,1020,15,999,14.5,99,99
2020,1,3,11,20,94,1.7,3.1,99,99,99,999,1020.1,14.9,15.2,14.2,99,99
2020,1,3,11,30,88,1.8,3,99,99,99,999,1020,14.9,15.3,14.2,99,99
2020,1,3,11,40,112,1.3,2.7,1.79,17.39,8.69,217,1020,14.9,15.1,14.2,99,99
2020,1,3,11,50,94,1.1,2.3,99,99,99,999,1020.2,14.9,15.1,14.4,99,99
2020,1,3,12,0,79,1.1,2.1,99,99,99,999,1020.2,14.8,15.1,14.3,99,99
2020,1,3,12,10,73,1.3,2.6,99,99,99,999,1020.3,14.8,15.1,14.5,99,99
2020,1,3,12,20,67,1.6,2.6,99,99,99,999,1020.3,14.9,15,14.7,99,99
2020,1,3,12,30,61,1.6,2.9,99,99,99,999,1020.3,15,15,14.9,99,99
2020,1,3,12,40,69,1.9,3.4,1.91,16,8.69,270,1020.2,15.1,15,15.1,99,99
2020,1,3,12,50,76,2.2,3.9,99,99,99,999,1020.3,15,15,999,99,99
2020,1,3,13,0,81,2.3,3.6,99,99,99,999,1020.4,14.9,15,999,99,99
2020,1,3,13,10,81,2.4,3.6,99,99,99,999,1020.5,15,14.9,999,99,99
2020,1,3,13,20,84,2.3,4,99,99,99,999,1020.6,15,14.9,999,99,99
2020,1,3,13,30,72,2.5,4,99,99,99,999,1020.7,14.9,14.9,999,99,99
2020,1,3,13,40,81,2.6,3.9,1.92,17.39,9.01,236,1020.9,14.6,14.9,999,99,99
2020,1,3,13,50,80,2.6,3.9,99,99,99,999,1020.9,14.7,14.9,999,99,99
2020,1,3,14,0,78,2.8,4.2,99,99,99,999,1021,14.8,14.9,999,99,99
2020,1,3,14,10,74,3.3,4.5,99,99,99,999,1021.2,14.9,14.8,999,99,99
2020,1,3,14,20,74,3.6,4.9,99,99,99,999,1021.4,14.7,14.8,999,99,99
2020,1,3,14,30,70,3.8,5.2,99,99,99,999,1021.6,14.4,14.8,13.7,99,99
2020,1,3,14,40,74,3,4.5,1.98,16,9.42,265,1021.6,14.7,14.8,13.3,99,99
2020,1,3,14,50,75,2.6,4.4,99,99,99,999,1021.8,14.9,14.8,13.5,99,99
2020,1,3,15,0,74,2.8,4.1,99,99,99,999,1021.9,15,14.8,13.7,99,99
2020,1,3,15,10,89,2.6,4.3,99,99,99,999,1022.1,15.1,14.8,13.6,99,99
2020,1,3,15,20,92,2.4,3.6,99,99,99,999,1022.2,15.2,14.8,13.6,99,99
2020,1,3,15,30,105,2.2,3.5,99,99,99,999,1022.5,15.4,14.8,13.3,99,99
2020,1,3,15,40,103,2.1,3.4,1.82,14.81,9.11,249,1022.6,15.5,14.8,13.3,99,99
2020,1,3,15,50,88,2.2,3.7,99,99,99,999,1022.8,15.8,14.8,13.5,99,99
2020,1,3,16,0,86,2.6,4,99,99,99,999,1022.9,15.9,14.8,13.8,99,99
2020,1,3,16,10,85,2.8,4.5,99,99,99,999,1023.1,15.8,14.9,13.9,99,99
2020,1,3,16,20,89,3.1,4.3,99,99,99,999,1023.3,15.8,14.9,14.1,99,99
2020,1,3,16,30,87,3,4.5,99,99,99,999,1023.4,15.9,14.9,14.3,99,99
2020,1,3,16,40,78,3.2,4.4,1.74,16,9.41,256,1023.5,15.9,14.9,14.4,99,99
2020,1,3,16,50,68,3.1,4.2,99,99,99,999,1023.7,16,14.9,14.5,99,99
2020,1,3,17,0,65,3.2,4.3,99,99,99,999,1023.9,16,14.9,14.7,99,99
2020,1,3,17,10,75,3.6,4.9,99,99,99,999,1023.9,16,14.9,14.5,99,99
2020,1,3,17,20,79,3.2,4.9,99,99,99,999,1024.2,16.2,14.8,14.3,99,99
2020,1,3,17,30,86,3.6,5,99,99,99,999,1024.3,16.3,14.8,14,99,99
2020,1,3,17,40,91,3.7,5.6,1.69,13.79,9.3,270,1024.5,16.4,14.8,13.7,99,99
2020,1,3,17,50,95,3.8,5.3,99,99,99,999,1024.5,16.6,14.8,13.8,99,99
2020,1,3,18,0,95,3.5,4.8,99,99,99,999,1024.4,16.4,14.9,14.4,99,99
2020,1,3,18,10,83,3.5,4.9,99,99,99,999,1024.4,16.3,14.9,14.5,99,99
2020,1,3,18,20,77,3.7,5.2,99,99,99,999,1024.4,16.2,14.9,14.9,99,99
2020,1,3,18,30,81,3.5,5.1,99,99,99,999,1024.3,16.1,15,14.7,99,99
2020,1,3,18,40,95,3.5,4.6,1.7,16,9.39,250,1024.4,16.3,15,14.5,99,99
2020,1,3,18,50,92,3.9,5.1,99,99,99,999,1024.4,16.3,15.1,14.3,99,99
2020,1,3,19,0,90,3.9,5.8,99,99,99,999,1024.3,16.4,15.1,14.5,99,99
2020,1,3,19,10,92,4.1,5.6,99,99,99,999,1024.3,16.2,15.2,14.5,99,99
2020,1,3,19,20,85,4.1,5.4,99,99,99,999,1024.1,16.3,15.2,14.8,99,99
2020,1,3,19,30,75,3.9,5.7,99,99,99,999,1024.1,16.2,15.3,14.7,99,99
2020,1,3,19,40,66,3.4,5,1.67,16,9.42,243,1024.1,16.2,15.3,14.7,99,99
2020,1,3,19,50,60,4.1,5.8,99,99,99,999,1024,16.1,15.3,14.1,99,99
2020,1,3,20,0,64,4.3,5.6,99,99,99,999,1023.9,16.2,15.4,13.9,99,99
2020,1,3,20,10,66,4.5,5.9,99,99,99,999,1023.9,16.1,15.4,13.7,99,99
2020,1,3,20,20,70,4.1,5.7,99,99,99,999,1023.9,16.2,15.4,13.3,99,99
2020,1,3,20,30,74,3.2,4.7,99,99,99,999,1023.9,16.3,15.4,13.4,99,99
2020,1,3,20,40,83,2.7,3.8,1.61,14.81,8.93,240,1023.8,16.5,15.5,13.7,99,99
2020,1,3,20,50,83,2.2,3.7,99,99,99,999,1023.8,16.5,15.5,14,99,99
2020,1,3,21,0,100,1.8,3.1,99,99,99,999,1023.7,16.6,15.5,14.5,99,99
2020,1,3,21,10,97,1.4,2.5,99,99,99,999,1023.7,16.6,15.5,14.5,99,99
2020,1,3,21,20,83,1.6,2.8,99,99,99,999,1023.8,16.6,15.5,14.3,99,99
2020,1,3,21,30,73,1.3,2.7,99,99,99,999,1023.9,16.8,15.6,14.5,99,99
2020,1,3,21,40,66,0.9,2.2,1.76,14.81,9.85,250,1023.9,16.9,15.6,14.6,99,99
2020,1,3,21,50,59,0.7,1.9,99,99,99,999,1023.9,17,15.6,14.6,99,99
2020,1,3,22,0,4,0.1,0.8,99,99,99,999,1024,17.4,15.6,14.9,99,99
2020,1,3,22,10,271,1.2,2.4,99,99,99,999,1024,17.4,15.7,15,99,99
2020,1,3,22,20,309,1.3,2.5,99,99,99,999,1024,16.9,15.7,14.9,99,99
2020,1,3,22,30,314,0.9,1.7,99,99,99,999,1024,17,15.7,15.1,99,99
2020,1,3,22,40,310,0.8,1.5,1.85,16,10.06,233,1024,17,15.6,15.1,99,99
2020,1,3,22,50,297,0.6,1.3,99,99,99,999,1024,17.2,15.6,15.3,99,99
2020,1,3,23,0,285,0.7,1.5,99,99,99,999,1024.1,17.3,15.6,15.3,99,99
2020,1,3,23,10,274,0.2,0.9,99,99,99,999,1024.1,17.5,15.6,15.3,99,99
2020,1,3,23,20,166,0,0.5,99,99,99,999,1024.1,17.9,15.7,15.4,99,99
2020,1,3,23,30,145,0.1,0.7,99,99,99,999,1024,17.9,15.7,15.3,99,99
2020,1,3,23,40,146,0.1,0.7,1.88,16,10.28,256,1024.1,17.9,15.7,15.1,99,99
2020,1,3,23,50,155,0.2,0.8,99,99,99,999,1024.2,17.8,15.7,14.6,99,99
2020,1,4,0,0,194,0,0.5,99,99,99,999,1024.2,18.2,15.8,14.6,99,99
2020,1,4,0,10,359,0.4,0.8,99,99,99,999,1024.3,17.9,15.7,14.5,99,99
2020,1,4,0,20,357,0.4,1,99,99,99,999,1024.4,17.5,15.7,14.3,99,99
2020,1,4,0,30,32,0.6,1.2,99,99,99,999,1024.4,17.5,15.7,15,99,99
2020,1,4,0,40,18,0.5,1.2,1.81,16,10.38,236,1024.4,17.1,15.7,15,99,99
2020,1,4,0,50,20,0.6,1.3,99,99,99,999,1024.5,16.8,15.7,15.3,99,99
2020,1,4,1,0,355,0.7,1.5,99,99,99,999,1024.4,16.4,15.6,15.3,99,99
2020,1,4,1,10,17,0.3,1.7,99,99,99,999,1024.4,16.2,15.6,15.3,99,99
2020,1,4,1,20,42,0.8,1.5,99,99,99,999,1024.5,15.9,15.6,15,99,99
2020,1,4,1,30,56,0.7,1.7,99,99,99,999,1024.5,15.9,15.6,15,99,99
2020,1,4,1,40,22,0.8,1.5,2.01,16,10.48,256,1024.5,15.8,15.6,14.8,99,99
2020,1,4,1,50,353,0.9,1.4,99,99,99,999,1024.7,15.7,15.6,13.9,99,99
2020,1,4,2,0,351,1.2,1.8,99,99,99,999,1024.7,16,15.6,13.5,99,99
2020,1,4,2,10,13,1.4,1.9,99,99,99,999,1024.7,16.1,15.6,13.5,99,99
2020,1,4,2,20,33,1.4,2.3,99,99,99,999,1024.7,16.2,15.6,14.5,99,99
2020,1,4,2,30,49,1.1,2.3,99,99,99,999,1024.8,15.9,15.5,14.8,99,99
2020,1,4,2,40,50,1,1.9,1.78,14.81,9.82,260,1024.7,15.8,15.5,15,99,99
2020,1,4,2,50,55,1.2,2.2,99,99,99,999,1024.7,15.7,15.5,15.1,99,99
2020,1,4,3,0,94,0.8,2,99,99,99,999,1024.9,15.6,15.5,15.2,99,99
2020,1,4,3,10,153,0.7,1.5,99,99,99,999,1025,15.5,15.5,15.3,99,99
2020,1,4,3,20,175,1.4,1.9,99,99,99,999,1025.1,15.5,15.5,15.3,99,99
2020,1,4,3,30,181,1.6,2,99,99,99,999,1025.3,15.4,15.5,15.2,99,99
2020,1,4,3,40,179,1.9,2.7,1.97,13.79,9.86,256,1025.4,15.4,15.5,15.3,99,99
2020,1,4,3,50,175,1.9,2.3,99,99,99,999,1025.5,15.4,15.5,15.2,99,99
2020,1,4,4,0,170,1.7,2.3,99,99,99,999,1025.5,15.4,15.5,15.1,99,99
2020,1,4,4,10,159,1.1,2,99,99,99,999,1025.6,15.3,15.5,14.9,99,99
2020,1,4,4,20,156,0.4,1.3,99,99,99,999,1025.7,15.4,15.5,14.8,99,99
2020,1,4,4,30,161,0.2,0.6,99,99,99,999,1025.7,15.4,15.5,14.7,99,99
2020,1,4,4,40,190,0.1,0.6,1.67,16,9.21,267,1025.8,15.4,15.5,14.6,99,99
2020,1,4,4,50,156,0.1,0.9,99,99,99,999,1025.9,15.5,15.5,14.9,99,99
2020,1,4,5,0,166,0.2,1.2,99,99,99,999,1025.9,15.5,15.5,15.1,99,99
2020,1,4,5,10,163,0.8,1.4,99,99,99,999,1026.1,15.5,15.5,15.4,99,99
2020,1,4,5,20,154,0.5,1.2,99,99,99,999,1026.2,15.4,15.5,15.4,99,99
2020,1,4,5,30,105,0.2,0.9,99,99,99,999,1026.4,15.3,15.4,999,99,99
2020,1,4,5,40,81,0.4,1.4,1.68,14.81,9.26,259,1026.4,15.2,15.4,999,99,99
2020,1,4,5,50,93,0.3,1.3,99,99,99,999,1026.5,15.2,15.4,999,99,99
2020,1,4,6,0,104,0.2,1,99,99,99,999,1026.6,15.1,15.4,999,99,99
2020,1,4,6,10,88,0.3,1.2,99,99,99,999,1026.7,15.2,15.4,999,99,99
2020,1,4,6,20,59,0.2,1.7,99,99,99,999,1026.9,15.2,15.4,999,99,99
2020,1,4,6,30,44,0.5,1.3,99,99,99,999,1027,15.3,15.4,999,99,99
2020,1,4,6,40,35,0.8,1.4,1.54,13.79,8.9,254,1027,15.2,15.4,999,99,99
2020,1,4,6,50,12,0.4,1.1,99,99,99,999,1027,15.2,15.4,999,99,99
2020,1,4,7,0,321,0,0.5,99,99,99,999,1027,15.1,15.4,999,99,99
2020,1,4,7,10,302,0,0.5,99,99,99,999,1026.9,14.6,15.4,999,99,99
2020,1,4,7,20,355,0,0.3,99,99,99,999,1026.9,14.5,15.4,999,99,99
2020,1,4,7,30,297,0,0.6,99,99,99,999,1026.9,14.5,15.4,999,99,99
2020,1,4,7,40,312,0.9,1.6,1.33,16,8.41,283,1027,14.5,15.4,14.5,99,99
2020,1,4,7,50,286,0.8,1.6,99,99,99,999,1027,14.4,15.4,14.1,99,99
2020,1,4,8,0,332,0.2,0.8,99,99,99,999,1026.9,14.6,15.4,14.1,99,99
2020,1,4,8,10,67,0.1,0.7,99,99,99,999,1026.8,14.7,15.4,14.2,99,99
2020,1,4,8,20,216,0,0.3,99,99,99,999,1026.7,14.6,15.4,14.1,99,99
2020,1,4,8,30,95,0,0.5,99,99,99,999,1026.6,14.6,15.4,14.1,99,99
2020,1,4,8,40,99,0.3,1.1,1.34,16,8.64,260,1026.4,14.5,15.4,14,99,99
2020,1,4,8,50,87,0.5,0.9,99,99,99,999,1026.5,14.6,15.4,13.9,99,99
2020,1,4,9,0,28,0.3,0.8,99,99,99,999,1026.6,14.7,15.4,14,99,99
2020,1,4,9,10,42,0.6,1.3,99,99,99,999,1026.5,15,15.4,14.5,99,99
2020,1,4,9,20,50,0.9,1.7,99,99,99,999,1026.4,15,15.4,14.9,99,99
2020,1,4,9,30,59,1.1,2,99,99,99,999,1026.3,14.7,15.4,14.6,99,99
2020,1,4,9,40,61,1.4,2.2,1.42,12.9,9.16,253,1026.2,14.6,15.4,14.3,99,99
2020,1,4,9,50,41,1.2,2,99,99,99,999,1026.4,14.6,15.4,14.1,99,99
2020,1,4,10,0,13,1,1.5,99,99,99,999,1026.4,14.8,15.4,14.3,99,99
2020,1,4,10,10,308,1.3,2.8,99,99,99,999,1026.6,14.8,15.4,14.4,99,99
2020,1,4,10,20,277,5.2,9.1,99,99,99,999,1026.6,14.6,15.4,14.3,99,99
2020,1,4,10,30,268,6.8,8.5,99,99,99,999,1026.5,13.6,15.4,999,99,99
2020,1,4,10,40,268,6.2,7.7,1.53,16,9.66,246,1026.5,13.3,15.4,999,99,99
2020,1,4,10,50,272,6.5,8.2,99,99,99,999,1026.6,12.9,15.4,999,99,99
2020,1,4,11,0,275,6.4,8.4,99,99,99,999,1026.7,13,15.4,999,99,99
2020,1,4,11,10,280,6.2,7.5,99,99,99,999,1026.7,13.2,15.4,999,99,99
2020,1,4,11,20,283,6.1,8.1,99,99,99,999,1026.6,13.2,15.3,999,99,99
2020,1,4,11,30,276,5.5,6.9,99,99,99,999,1026.5,13.3,15.3,999,99,99
2020,1,4,11,40,281,5.1,6.8,1.48,16,8.43,213,1026.5,13.2,15.3,13.2,99,99
2020,1,4,11,50,274,4,5.4,99,99,99,999,1026.4,13.3,15.3,13.3,99,99
2020,1,4,12,0,278,4.4,5.8,99,99,99,999,1026.4,13.3,15.3,13.2,99,99
2020,1,4,12,10,271,3.8,4.8,99,99,99,999,1026.3,13.4,15.3,13.3,99,99
2020,1,4,12,20,265,3.4,4.4,99,99,99,999,1026.2,13.4,15.3,13.3,99,99
2020,1,4,12,30,267,2.8,4.5,99,99,99,999,1026.1,13.5,15.3,13.4,99,99
2020,1,4,12,40,256,2.1,3.1,1.31,12.12,8.15,265,1026.1,13.4,15.3,13.3,99,99
2020,1,4,12,50,255,2.4,3.6,99,99,99,999,1026.2,13.5,15.2,13.4,99,99
2020,1,4,13,0,261,3.5,5,99,99,99,999,1026.5,13.4,15.2,13.3,99,99
2020,1,4,13,10,272,5,6.4,99,99,99,999,1026.8,13.6,15.3,13.5,99,99
2020,1,4,13,20,280,6,7.6,99,99,99,999,1027,13.6,15.3,13.5,99,99
2020,1,4,13,30,277,5.1,6.5,99,99,99,999,1026.8,13.5,15.3,13.4,99,99
2020,1,4,13,40,273,4.2,5.4,1.35,14.81,8.34,260,1026.8,13.4,15.3,13.3,99,99
2020,1,4,13,50,265,3.7,4.9,99,99,99,999,1026.7,13.4,15.3,13.3,99,99
2020,1,4,14,0,263,3.2,4.8,99,99,99,999,1027,13.3,15.3,13.2,99,99
2020,1,4,14,10,264,3.7,4.9,99,99,99,999,1027,13.4,15.3,13.3,99,99
2020,1,4,14,20,267,3.2,5.1,99,99,99,999,1027,13.3,15.3,13.2,99,99
2020,1,4,14,30,259,2.9,3.9,99,99,99,999,1027.1,13.3,15.3,13.2,99,99
2020,1,4,14,40,258,3.6,4.8,1.34,14.81,8.89,279,1027.3,13.3,15.4,13.2,99,99
2020,1,4,14,50,261,3.5,4.5,99,99,99,999,1027.4,13.3,15.4,13.2,99,99
2020,1,4,15,0,263,3.4,4.8,99,99,99,999,1027.6,13.3,15.3,13.2,99,99
2020,1,4,15,10,266,4.8,6.8,99,99,99,999,1027.9,13.4,15.4,13.3,99,99
2020,1,4,15,20,269,6.2,7.5,99,99,99,999,1028,13.6,15.4,13.5,99,99
2020,1,4,15,30,266,5.4,7.3,99,99,99,999,1027.9,13.4,15.3,13.3,99,99
2020,1,4,15,40,258,4.3,5.9,1.35,13.79,8.48,263,1028,13.4,15.3,13.3,99,99
2020,1,4,15,50,255,3.6,5.2,99,99,99,999,1028.1,13.4,15.3,13.3,99,99
2020,1,4,16,0,251,3,4.4,99,99,99,999,1028.1,13.6,15.3,13.4,99,99
2020,1,4,16,10,242,2.3,3.3,99,99,99,999,1028.4,13.8,15.3,13.5,99,99
2020,1,4,16,20,248,2.3,3.1,99,99,99,999,1028.4,13.9,15.3,13.6,99,99
2020,1,4,16,30,235,2.2,3.4,99,99,99,999,1028.4,14,15.3,13.7,99,99
2020,1,4,16,40,219,1.9,2.5,1.28,13.79,8.73,277,1028.2,14.1,15.3,13.7,99,99
2020,1,4,16,50,204,1.9,2.7,99,99,99,999,1028.4,14.2,15.3,13.7,99,99
2020,1,4,17,0,207,1.7,2.3,99,99,99,999,1028.6,14.3,15.3,13.6,99,99
2020,1,4,17,10,200,1.9,2.7,99,99,99,999,1028.6,14.3,15.3,13.6,99,99
2020,1,4,17,20,208,2,2.8,99,99,99,999,1028.5,14.4,15.4,13.7,99,99
2020,1,4,17,30,187,1.5,2.1,99,99,99,999,1028.7,14.4,15.4,13.5,99,99
2020,1,4,17,40,216,1.1,1.8,1.2,12.9,8.37,271,1028.8,14.5,15.4,13.5,99,99
2020,1,4,17,50,194,1.3,2,99,99,99,999,1028.7,14.5,15.4,13.4,99,99
2020,1,4,18,0,194,1.8,2.5,99,99,99,999,1028.7,14.5,15.4,13.6,99,99
2020,1,4,18,10,205,2,3,99,99,99,999,1028.7,14.4,15.4,13.6,99,99
2020,1,4,18,20,219,2.3,3.2,99,99,99,999,1028.7,14.4,15.4,13.7,99,99
2020,1,4,18,30,236,2.8,3.8,99,99,99,999,1028.6,14.3,15.4,13.6,99,99
2020,1,4,18,40,242,3.3,4.2,1.13,12.9,8.32,271,1028.6,14.2,15.4,13.6,99,99
2020,1,4,18,50,236,3.2,4.5,99,99,99,999,1028.5,14.3,15.4,13.7,99,99
2020,1,4,19,0,237,3.2,4.2,99,99,99,999,1028.4,14.3,15.4,13.6,99,99
2020,1,4,19,10,236,2.6,3.5,99,99,99,999,1028.2,14.4,15.4,13.6,99,99
2020,1,4,19,20,230,2.2,3.1,99,99,99,999,1027.9,14.5,15.4,13.5,99,99
2020,1,4,19,30,205,2,2.7,99,99,99,999,1027.7,14.6,15.3,13.2,99,99
2020,1,4,19,40,210,2.3,3.2,1.1,13.79,8.15,254,1027.5,14.8,15.3,12.4,99,99
